row_index,WTUR.TmHvElt.actTmVal_h
142,49637.39
143,49637.39
144,49637.4
145,49637.4
146,49637.4
147,49637.4
148,49637.41
149,49637.41
150,49637.41
151,49637.41
152,49637.41
153,49637.41
154,49637.42
155,49637.42
156,49637.42
157,49637.42
158,49637.42
159,49637.42
160,49637.43
161,49637.43
162,49637.43
163,49637.43
164,49637.44
165,49637.44
166,49637.44
167,49637.44
168,49637.44
169,49637.44
170,49637.44
171,49637.45
172,49637.45
173,49637.45
174,49637.45
175,49637.46
176,49637.46
177,49637.46
178,49637.46
179,49637.46
180,49637.47
181,49637.47
182,49637.47
183,49637.47
184,49637.48
185,49637.48
186,49637.48
187,49637.48
188,49637.48
189,49637.48
190,49637.49
191,49637.49
192,49637.49
193,49637.49
194,49637.5
195,49637.5
196,49637.5
197,49637.5
198,49637.5
199,49637.5
200,49637.51
201,49637.51
202,49637.51
203,49637.51
204,49637.51
205,49637.51
206,49637.52
207,49637.52
208,49637.52
209,49637.52
210,49637.53
211,49637.53
212,49637.53
213,49637.53
214,49637.53
215,49637.54
216,49637.54
217,49637.54
218,49637.54
219,49637.55
220,49637.55
221,49637.55
222,49637.55
223,49637.55
224,49637.55
225,49637.56
226,49637.56
227,49637.56
228,49637.56
229,49637.57
230,49637.57
231,49637.57
232,49637.57
233,49637.57
234,49637.57
235,49637.58
236,49637.58
237,49637.58
238,49637.58
239,49637.58
240,49637.58
241,49637.59
242,49637.59
243,49637.59
244,49637.59
245,49637.6
246,49637.6
247,49637.6
248,49637.6
249,49637.6
250,49637.61
251,49637.61
252,49637.61
253,49637.61
254,49637.61
255,49637.62
256,49637.62
257,49637.62
258,49637.62
259,49637.62
260,49637.62
261,49637.63
262,49637.63
263,49637.63
264,49637.63
265,49637.64
266,49637.64
267,49637.64
268,49637.64
269,49637.64
270,49637.64
271,49637.65
272,49637.65
273,49637.65
274,49637.65
275,49637.66
276,49637.66
277,49637.66
278,49637.66
279,49637.66
280,49637.66
281,49637.67
282,49637.67
283,49637.67
284,49637.67
285,49637.67
286,49637.68
287,49637.68
288,49637.68
289,49637.68
290,49637.69
291,49637.69
292,49637.69
293,49637.69
294,49637.69
295,49637.69
296,49637.7
297,49637.7
298,49637.7
299,49637.7
300,49637.71
301,49637.71
302,49637.71
303,49637.71
304,49637.71
305,49637.71
306,49637.72
307,49637.72
308,49637.72
309,49637.72
310,49637.73
311,49637.73
312,49637.73
313,49637.73
314,49637.73
315,49637.73
316,49637.74
317,49637.74
318,49637.74
319,49637.75
320,49637.75
321,49637.75
322,49637.75
323,49637.75
324,49637.75
325,49637.76
326,49637.76
327,49637.76
328,49637.76
329,49637.76
330,49637.76
331,49637.77
332,49637.77
333,49637.77
334,49637.77
335,49637.78
336,49637.78
337,49637.78
338,49637.78
339,49637.78
340,49637.78
341,49637.79
342,49637.79
343,49637.79
344,49637.79
345,49637.8
346,49637.8
347,49637.8
348,49637.8
349,49637.8
350,49637.8
351,49637.81
352,49637.81
353,49637.81
354,49637.81
355,49637.82
356,49637.82
357,49637.82
358,49637.82
359,49637.82
360,49637.82
361,49637.83
362,49637.83
363,49637.83
364,49637.83
365,49637.83
366,49637.83
367,49637.84
368,49637.84
369,49637.84
370,49637.84
371,49637.85
372,49637.85
373,49637.85
374,49637.85
375,49637.85
376,49637.86
377,49637.86
378,49637.86
379,49637.86
380,49637.87
381,49637.87
382,49637.87
383,49637.87
384,49637.87
385,49637.87
386,49637.88
387,49637.88
388,49637.88
389,49637.88
390,49637.89
391,49637.89
392,49637.89
393,49637.89
394,49637.89
395,49637.89
396,49637.9
397,49637.9
398,49637.9
399,49637.9
400,49637.91
401,49637.91
402,49637.91
403,49637.91
404,49637.91
405,49637.91
406,49637.92
407,49637.92
408,49637.92
409,49637.92
410,49637.92
411,49637.93
412,49637.93
413,49637.93
414,49637.93
415,49637.94
416,49637.94
417,49637.94
418,49637.94
419,49637.94
420,49637.94
421,49637.94
422,49637.95
423,49637.95
424,49637.95
425,49637.95
426,49637.96
427,49637.96
428,49637.96
429,49637.96
430,49637.96
431,49637.96
432,49637.97
433,49637.97
434,49637.97
435,49637.97
436,49637.98
437,49637.98
438,49637.98
439,49637.98
440,49637.98
441,49637.98
442,49637.99
443,49637.99
444,49637.99
445,49637.99
446,49638.0
447,49638.0
448,49638.0
449,49638.0
450,49638.0
451,49638.01
452,49638.01
453,49638.01
454,49638.01
455,49638.01
456,49638.01
457,49638.02
458,49638.02
459,49638.02
460,49638.02
461,49638.03
462,49638.03
463,49638.03
464,49638.03
465,49638.03
466,49638.03
467,49638.04
468,49638.04
469,49638.04
470,49638.04
471,49638.05
472,49638.05
473,49638.05
474,49638.05
475,49638.05
476,49638.05
477,49638.06
478,49638.06
479,49638.06
480,49638.06
481,49638.07
482,49638.07
483,49638.07
484,49638.07
485,49638.07
486,49638.08
487,49638.08
488,49638.08
489,49638.08
490,49638.08
491,49638.08
492,49638.09
493,49638.09
494,49638.09
495,49638.09
496,49638.1
497,49638.1
498,49638.1
499,49638.1
500,49638.1
501,49638.1
502,49638.11
503,49638.11
504,49638.11
505,49638.11
506,49638.11
507,49638.12
508,49638.12
509,49638.12
510,49638.12
511,49638.12
512,49638.12
513,49638.13
514,49638.13
515,49638.13
516,49638.13
517,49638.14
518,49638.14
519,49638.14
520,49638.14
521,49638.14
522,49638.15
523,49638.15
524,49638.15
525,49638.15
526,49638.16
527,49638.16
528,49638.16
529,49638.16
530,49638.16
531,49638.16
532,49638.17
533,49638.17
534,49638.17
535,49638.17
536,49638.17
537,49638.17
538,49638.18
539,49638.18
540,49638.18
541,49638.18
542,49638.19
543,49638.19
544,49638.19
545,49638.19
546,49638.19
547,49638.19
548,49638.2
549,49638.2
550,49638.2
551,49638.2
552,49638.21
553,49638.21
554,49638.21
555,49638.21
556,49638.21
557,49638.22
558,49638.22
559,49638.22
560,49638.22
561,49638.23
562,49638.23
563,49638.23
564,49638.23
565,49638.23
566,49638.23
567,49638.24
568,49638.24
569,49638.24
570,49638.24
571,49638.25
572,49638.25
573,49638.25
574,49638.25
575,49638.25
576,49638.25
577,49638.26
578,49638.26
579,49638.26
580,49638.26
581,49638.26
582,49638.26
583,49638.27
584,49638.27
585,49638.27
586,49638.27
587,49638.28
588,49638.28
589,49638.28
590,49638.28
591,49638.28
592,49638.28
593,49638.29
594,49638.29
595,49638.29
596,49638.29
597,49638.3
598,49638.3
599,49638.3
600,49638.3
601,49638.3
602,49638.3
603,49638.31
604,49638.31
605,49638.31
606,49638.31
607,49638.32
608,49638.32
609,49638.32
610,49638.32
611,49638.32
612,49638.32
613,49638.33
614,49638.33
615,49638.33
616,49638.33
617,49638.33
618,49638.33
619,49638.34
620,49638.34
621,49638.34
622,49638.34
623,49638.35
624,49638.35
625,49638.35
626,49638.35
627,49638.35
628,49638.36
629,49638.36
630,49638.36
631,49638.36
632,49638.37
633,49638.37
634,49638.37
635,49638.37
636,49638.37
637,49638.37
638,49638.38
639,49638.38
640,49638.38
641,49638.38
642,49638.39
643,49638.39
644,49638.39
645,49638.39
646,49638.39
647,49638.39
648,49638.4
649,49638.4
650,49638.4
651,49638.4
652,49638.41
653,49638.41
654,49638.41
655,49638.41
656,49638.41
657,49638.41
658,49638.42
659,49638.42
660,49638.42
661,49638.42
662,49638.42
663,49638.42
664,49638.43
665,49638.43
666,49638.43
667,49638.43
668,49638.44
669,49638.44
670,49638.44
671,49638.44
672,49638.44
673,49638.44
674,49638.45
675,49638.45
676,49638.45
677,49638.45
678,49638.46
679,49638.46
680,49638.46
681,49638.46
682,49638.46
683,49638.46
684,49638.47
685,49638.47
686,49638.47
687,49638.48
688,49638.48
689,49638.48
690,49638.48
691,49638.48
692,49638.48
693,49638.49
694,49638.49
695,49638.49
696,49638.49
697,49638.5
698,49638.5
699,49638.5
700,49638.5
701,49638.5
702,49638.5
703,49638.51
704,49638.51
705,49638.51
706,49638.51
707,49638.51
708,49638.51
709,49638.52
710,49638.52
711,49638.52
712,49638.52
713,49638.53
714,49638.53
715,49638.53
716,49638.53
717,49638.53
718,49638.53
719,49638.54
720,49638.54
721,49638.54
722,49638.55
723,49638.55
724,49638.55
725,49638.55
726,49638.55
727,49638.55
728,49638.56
729,49638.56
730,49638.56
731,49638.56
732,49638.57
733,49638.57
734,49638.57
735,49638.57
736,49638.57
737,49638.57
738,49638.58
739,49638.58
740,49638.58
741,49638.58
742,49638.58
743,49638.58
744,49638.59
745,49638.59
746,49638.59
747,49638.59
748,49638.6
749,49638.6
750,49638.6
751,49638.6
752,49638.6
753,49638.6
754,49638.61
755,49638.61
756,49638.61
757,49638.61
758,49638.62
759,49638.62
760,49638.62
761,49638.62
762,49638.62
763,49638.62
764,49638.63
765,49638.63
766,49638.63
767,49638.63
768,49638.64
769,49638.64
770,49638.64
771,49638.64
772,49638.64
773,49638.64
774,49638.65
775,49638.65
776,49638.65
777,49638.65
778,49638.66
779,49638.66
780,49638.66
781,49638.66
782,49638.66
783,49638.66
784,49638.67
785,49638.67
786,49638.67
787,49638.67
788,49638.67
789,49638.67
790,49638.68
791,49638.68
792,49638.68
793,49638.68
794,49638.69
795,49638.69
796,49638.69
797,49638.69
798,49638.69
799,49638.7
800,49638.7
801,49638.7
802,49638.7
803,49638.71
804,49638.71
805,49638.71
806,49638.71
807,49638.71
808,49638.71
809,49638.72
810,49638.72
811,49638.72
812,49638.72
813,49638.73
814,49638.73
815,49638.73
816,49638.73
817,49638.73
818,49638.73
819,49638.74
820,49638.74
821,49638.74
822,49638.74
823,49638.75
824,49638.75
825,49638.75
826,49638.75
827,49638.75
828,49638.75
829,49638.76
830,49638.76
831,49638.76
832,49638.76
833,49638.76
834,49638.77
835,49638.77
836,49638.77
837,49638.77
838,49638.78
839,49638.78
840,49638.78
841,49638.78
842,49638.78
843,49638.78
844,49638.78
845,49638.79
846,49638.79
847,49638.79
848,49638.79
849,49638.8
850,49638.8
851,49638.8
852,49638.8
853,49638.8
854,49638.8
855,49638.81
856,49638.81
857,49638.81
858,49638.81
859,49638.82
860,49638.82
861,49638.82
862,49638.82
863,49638.82
864,49638.82
865,49638.83
866,49638.83
867,49638.83
868,49638.83
869,49638.83
870,49638.84
871,49638.84
872,49638.84
873,49638.84
874,49638.85
875,49638.85
876,49638.85
877,49638.85
878,49638.85
879,49638.85
880,49638.86
881,49638.86
882,49638.86
883,49638.86
884,49638.87
885,49638.87
886,49638.87
887,49638.87
888,49638.87
889,49638.87
890,49638.88
891,49638.88
892,49638.88
893,49638.88
894,49638.89
895,49638.89
896,49638.89
897,49638.89
898,49638.89
899,49638.89
900,49638.9
901,49638.9
902,49638.9
903,49638.91
904,49638.91
905,49638.91
906,49638.91
907,49638.91
908,49638.91
909,49638.92
910,49638.92
911,49638.92
912,49638.92
913,49638.92
914,49638.92
915,49638.93
916,49638.93
917,49638.93
918,49638.93
919,49638.94
920,49638.94
921,49638.94
922,49638.94
923,49638.94
924,49638.94
925,49638.95
926,49638.95
927,49638.95
928,49638.95
929,49638.96
930,49638.96
931,49638.96
932,49638.96
933,49638.96
934,49638.96
935,49638.97
936,49638.97
937,49638.97
938,49638.97
939,49638.98
940,49638.98
941,49638.98
942,49638.98
943,49638.98
944,49638.98
945,49638.99
946,49638.99
947,49638.99
948,49639.0
949,49639.0
950,49639.0
951,49639.0
952,49639.0
953,49639.0
954,49639.01
955,49639.01
956,49639.01
957,49639.01
958,49639.01
959,49639.01
960,49639.02
961,49639.02
962,49639.02
963,49639.02
964,49639.03
965,49639.03
966,49639.03
967,49639.03
968,49639.03
969,49639.03
970,49639.04
971,49639.04
972,49639.04
973,49639.04
974,49639.05
975,49639.05
976,49639.05
977,49639.05
978,49639.05
979,49639.05
980,49639.06
981,49639.06
982,49639.06
983,49639.06
984,49639.07
985,49639.07
986,49639.07
987,49639.07
988,49639.07
989,49639.08
990,49639.08
991,49639.08
992,49639.08
993,49639.08
994,49639.08
995,49639.09
996,49639.09
997,49639.09
998,49639.09
999,49639.1
1000,49639.1
1001,49639.1
1002,49639.1
1003,49639.1
1004,49639.1
1005,49639.11
1006,49639.11
1007,49639.11
1008,49639.11
1009,49639.11
1010,49639.12
1011,49639.12
1012,49639.12
1013,49639.12
1014,49639.12
1015,49639.12
1016,49639.13
1017,49639.13
1018,49639.13
1019,49639.13
1020,49639.14
1021,49639.14
1022,49639.14
1023,49639.14
1024,49639.14
1025,49639.14
1026,49639.15
1027,49639.15
1028,49639.15
1029,49639.16
1030,49639.16
1031,49639.16
1032,49639.16
1033,49639.16
1034,49639.16
1035,49639.17
1036,49639.17
1037,49639.17
1038,49639.17
1039,49639.17
1040,49639.17
1041,49639.18
1042,49639.18
1043,49639.18
1044,49639.18
1045,49639.19
1046,49639.19
1047,49639.19
1048,49639.19
1049,49639.19
1050,49639.19
1051,49639.2
1052,49639.2
1053,49639.2
1054,49639.2
1055,49639.21
1056,49639.21
1057,49639.21
1058,49639.21
1059,49639.21
1060,49639.21
1061,49639.22
1062,49639.22
1063,49639.22
1064,49639.23
1065,49639.23
1066,49639.23
1067,49639.23
1068,49639.23
1069,49639.23
1070,49639.24
1071,49639.24
1072,49639.24
1073,49639.24
1074,49639.25
1075,49639.25
1076,49639.25
1077,49639.25
1078,49639.25
1079,49639.25
1080,49639.26
1081,49639.26
1082,49639.26
1083,49639.26
1084,49639.26
1085,49639.26
1086,49639.27
1087,49639.27
1088,49639.27
1089,49639.27
1090,49639.28
1091,49639.28
1092,49639.28
1093,49639.28
1094,49639.28
1095,49639.28
1096,49639.28
1097,49639.29
1098,49639.29
1099,49639.29
1100,49639.3
1101,49639.3
1102,49639.3
1103,49639.3
1104,49639.3
1105,49639.3
1106,49639.31
1107,49639.31
1108,49639.31
1109,49639.31
1110,49639.32
1111,49639.32
1112,49639.32
1113,49639.32
1114,49639.32
1115,49639.32
1116,49639.33
1117,49639.33
1118,49639.33
1119,49639.33
1120,49639.33
1121,49639.33
1122,49639.34
1123,49639.34
1124,49639.34
1125,49639.34
1126,49639.35
1127,49639.35
1128,49639.35
1129,49639.35
1130,49639.35
1131,49639.35
1132,49639.36
1133,49639.36
1134,49639.36
1135,49639.37
1136,49639.37
1137,49639.37
1138,49639.37
1139,49639.37
1140,49639.37
1141,49639.38
1142,49639.38
1143,49639.38
1144,49639.38
1145,49639.39
1146,49639.39
1147,49639.39
1148,49639.39
1149,49639.39
1150,49639.39
1151,49639.4
1152,49639.4
1153,49639.4
1154,49639.4
1155,49639.41
1156,49639.41
1157,49639.41
1158,49639.41
1159,49639.41
1160,49639.41
1161,49639.42
1162,49639.42
1163,49639.42
1164,49639.42
1165,49639.42
1166,49639.42
1167,49639.43
1168,49639.43
1169,49639.43
1170,49639.43
1171,49639.44
1172,49639.44
1173,49639.44
1174,49639.44
1175,49639.44
1176,49639.44
1177,49639.45
1178,49639.45
1179,49639.45
1180,49639.45
1181,49639.46
1182,49639.46
1183,49639.46
1184,49639.46
1185,49639.46
1186,49639.46
1187,49639.47
1188,49639.47
1189,49639.47
1190,49639.47
1191,49639.48
1192,49639.48
1193,49639.48
1194,49639.48
1195,49639.48
1196,49639.48
1197,49639.49
1198,49639.49
1199,49639.49
1200,49639.49
1201,49639.5
1202,49639.5
1203,49639.5
1204,49639.5
1205,49639.5
1206,49639.5
1207,49639.51
1208,49639.51
1209,49639.51
1210,49639.51
1211,49639.51
1212,49639.52
1213,49639.52
1214,49639.52
1215,49639.52
1216,49639.53
1217,49639.53
1218,49639.53
1219,49639.53
1220,49639.53
1221,49639.53
1222,49639.54
1223,49639.54
1224,49639.54
1225,49639.54
1226,49639.55
1227,49639.55
1228,49639.55
1229,49639.55
1230,49639.55
1231,49639.55
1232,49639.56
1233,49639.56
1234,49639.56
1235,49639.56
1236,49639.57
1237,49639.57
1238,49639.57
1239,49639.57
1240,49639.57
1241,49639.57
1242,49639.58
1243,49639.58
1244,49639.58
1245,49639.58
1246,49639.58
1247,49639.59
1248,49639.59
1249,49639.59
1250,49639.59
1251,49639.6
1252,49639.6
1253,49639.6
1254,49639.6
1255,49639.6
1256,49639.6
1257,49639.61
1258,49639.61
1259,49639.61
1260,49639.61
1261,49639.61
1262,49639.62
1263,49639.62
1264,49639.62
1265,49639.62
1266,49639.62
1267,49639.63
1268,49639.63
1269,49639.63
1270,49639.63
1271,49639.64
1272,49639.64
1273,49639.64
1274,49639.64
1275,49639.64
1276,49639.64
1277,49639.65
1278,49639.65
1279,49639.65
1280,49639.65
1281,49639.66
1282,49639.66
1283,49639.66
1284,49639.66
1285,49639.66
1286,49639.66
1287,49639.67
1288,49639.67
1289,49639.67
1290,49639.67
1291,49639.67
1292,49639.67
1293,49639.68
1294,49639.68
1295,49639.68
1296,49639.68
1297,49639.69
1298,49639.69
1299,49639.69
1300,49639.69
1301,49639.69
1302,49639.7
1303,49639.7
1304,49639.7
1305,49639.7
1306,49639.71
1307,49639.71
1308,49639.71
1309,49639.71
1310,49639.71
1311,49639.71
1312,49639.72
1313,49639.72
1314,49639.72
1315,49639.72
1316,49639.73
1317,49639.73
1318,49639.73
1319,49639.73
1320,49639.73
1321,49639.73
1322,49639.74
1323,49639.74
1324,49639.74
1325,49639.74
1326,49639.75
1327,49639.75
1328,49639.75
1329,49639.75
1330,49639.75
1331,49639.75
1332,49639.76
1333,49639.76
1334,49639.76
1335,49639.76
1336,49639.76
1337,49639.76
1338,49639.77
1339,49639.77
1340,49639.77
1341,49639.78
1342,49639.78
1343,49639.78
1344,49639.78
1345,49639.78
1346,49639.78
1347,49639.78
1348,49639.79
1349,49639.79
1350,49639.79
1351,49639.79
1352,49639.8
1353,49639.8
1354,49639.8
1355,49639.8
1356,49639.8
1357,49639.8
1358,49639.81
1359,49639.81
1360,49639.81
1361,49639.81
1362,49639.82
1363,49639.82
1364,49639.82
1365,49639.82
1366,49639.82
1367,49639.82
1368,49639.83
1369,49639.83
1370,49639.83
1371,49639.83
1372,49639.83
1373,49639.84
1374,49639.84
1375,49639.84
1376,49639.84
1377,49639.85
1378,49639.85
1379,49639.85
1380,49639.85
1381,49639.85
1382,49639.85
1383,49639.86
1384,49639.86
1385,49639.86
1386,49639.86
1387,49639.87
1388,49639.87
1389,49639.87
1390,49639.87
1391,49639.87
1392,49639.87
1393,49639.88
1394,49639.88
1395,49639.88
1396,49639.88
1397,49639.89
1398,49639.89
1399,49639.89
1400,49639.89
1401,49639.89
1402,49639.89
1403,49639.9
1404,49639.9
1405,49639.9
1406,49639.9
1407,49639.91
1408,49639.91
1409,49639.91
1410,49639.91
1411,49639.91
1412,49639.92
1413,49639.92
1414,49639.92
1415,49639.92
1416,49639.92
1417,49639.92
1418,49639.93
1419,49639.93
1420,49639.93
1421,49639.93
1422,49639.94
1423,49639.94
1424,49639.94
1425,49639.94
1426,49639.94
1427,49639.94
1428,49639.95
1429,49639.95
1430,49639.95
1431,49639.95
1432,49639.96
1433,49639.96
1434,49639.96
1435,49639.96
1436,49639.96
1437,49639.96
1438,49639.97
1439,49639.97
1440,49639.97
1441,49639.97
1442,49639.98
1443,49639.98
1444,49639.98
1445,49639.98
1446,49639.98
1447,49639.98
1448,49639.99
1449,49639.99
1450,49639.99
1451,49639.99
1452,49640.0
1453,49640.0
1454,49640.0
1455,49640.0
1456,49640.0
1457,49640.0
1458,49640.01
1459,49640.01
1460,49640.01
1461,49640.01
1462,49640.01
1463,49640.01
1464,49640.02
1465,49640.02
1466,49640.02
1467,49640.03
1468,49640.03
1469,49640.03
1470,49640.03
1471,49640.03
1472,49640.03
1473,49640.04
1474,49640.04
1475,49640.04
1476,49640.04
1477,49640.05
1478,49640.05
1479,49640.05
1480,49640.05
1481,49640.05
1482,49640.05
1483,49640.06
1484,49640.06
1485,49640.06
1486,49640.06
1487,49640.07
1488,49640.07
1489,49640.07
1490,49640.07
1491,49640.07
1492,49640.07
1493,49640.08
1494,49640.08
1495,49640.08
1496,49640.08
1497,49640.08
1498,49640.08
1499,49640.09
1500,49640.09
1501,49640.09
1502,49640.1
1503,49640.1
1504,49640.1
1505,49640.1
1506,49640.1
1507,49640.1
1508,49640.11
1509,49640.11
1510,49640.11
1511,49640.11
1512,49640.11
1513,49640.12
1514,49640.12
1515,49640.12
1516,49640.12
1517,49640.12
1518,49640.12
1519,49640.13
1520,49640.13
1521,49640.13
1522,49640.13
1523,49640.14
1524,49640.14
1525,49640.14
1526,49640.14
1527,49640.14
1528,49640.14
1529,49640.15
1530,49640.15
1531,49640.15
1532,49640.16
1533,49640.16
1534,49640.16
1535,49640.16
1536,49640.16
1537,49640.16
1538,49640.17
1539,49640.17
1540,49640.17
1541,49640.17
1542,49640.17
1543,49640.17
1544,49640.18
1545,49640.18
1546,49640.18
1547,49640.18
1548,49640.19
1549,49640.19
1550,49640.19
1551,49640.19
1552,49640.19
1553,49640.19
1554,49640.2
1555,49640.2
1556,49640.2
1557,49640.2
1558,49640.21
1559,49640.21
1560,49640.21
1561,49640.21
1562,49640.21
1563,49640.21
1564,49640.22
1565,49640.22
1566,49640.22
1567,49640.22
1568,49640.23
1569,49640.23
1570,49640.23
1571,49640.23
1572,49640.23
1573,49640.24
1574,49640.24
1575,49640.24
1576,49640.24
1577,49640.25
1578,49640.25
1579,49640.25
1580,49640.25
1581,49640.25
1582,49640.25
1583,49640.26
1584,49640.26
1585,49640.26
1586,49640.26
1587,49640.26
1588,49640.26
1589,49640.27
1590,49640.27
1591,49640.27
1592,49640.27
1593,49640.28
1594,49640.28
1595,49640.28
1596,49640.28
1597,49640.28
1598,49640.28
1599,49640.28
1600,49640.29
1601,49640.29
1602,49640.29
1603,49640.29
1604,49640.3
1605,49640.3
1606,49640.3
1607,49640.3
1608,49640.3
1609,49640.31
1610,49640.31
1611,49640.31
1612,49640.31
1613,49640.32
1614,49640.32
1615,49640.32
1616,49640.32
1617,49640.32
1618,49640.32
1619,49640.33
1620,49640.33
1621,49640.33
1622,49640.33
1623,49640.33
1624,49640.33
1625,49640.34
1626,49640.34
1627,49640.34
1628,49640.34
1629,49640.35
1630,49640.35
1631,49640.35
1632,49640.35
1633,49640.35
1634,49640.35
1635,49640.36
1636,49640.36
1637,49640.36
1638,49640.36
1639,49640.37
1640,49640.37
1641,49640.37
1642,49640.37
1643,49640.37
1644,49640.37
1645,49640.38
1646,49640.38
1647,49640.38
1648,49640.39
1649,49640.39
1650,49640.39
1651,49640.39
1652,49640.39
1653,49640.39
1654,49640.4
1655,49640.4
1656,49640.4
1657,49640.4
1658,49640.41
1659,49640.41
1660,49640.41
1661,49640.41
1662,49640.41
1663,49640.41
1664,49640.42
1665,49640.42
1666,49640.42
1667,49640.42
1668,49640.42
1669,49640.42
1670,49640.43
1671,49640.43
1672,49640.43
1673,49640.43
1674,49640.44
1675,49640.44
1676,49640.44
1677,49640.44
1678,49640.44
1679,49640.44
1680,49640.45
1681,49640.45
1682,49640.45
1683,49640.45
1684,49640.45
1685,49640.46
1686,49640.46
1687,49640.46
1688,49640.46
1689,49640.46
1690,49640.46
1691,49640.47
1692,49640.47
1693,49640.47
1694,49640.47
1695,49640.48
1696,49640.48
1697,49640.48
1698,49640.48
1699,49640.48
1700,49640.49
1701,49640.49
1702,49640.49
1703,49640.49
1704,49640.5
1705,49640.5
1706,49640.5
1707,49640.5
1708,49640.5
1709,49640.5
1710,49640.51
1711,49640.51
1712,49640.51
1713,49640.51
1714,49640.51
1715,49640.51
1716,49640.52
1717,49640.52
1718,49640.52
1719,49640.52
1720,49640.53
1721,49640.53
1722,49640.53
1723,49640.53
1724,49640.53
1725,49640.53
1726,49640.54
1727,49640.54
1728,49640.54
1729,49640.54
1730,49640.55
1731,49640.55
1732,49640.55
1733,49640.55
1734,49640.55
1735,49640.56
1736,49640.56
1737,49640.56
1738,49640.56
1739,49640.57
1740,49640.57
1741,49640.57
1742,49640.57
1743,49640.57
1744,49640.57
1745,49640.58
1746,49640.58
1747,49640.58
1748,49640.58
1749,49640.58
1750,49640.58
1751,49640.59
1752,49640.59
1753,49640.59
1754,49640.59
1755,49640.6
1756,49640.6
1757,49640.6
1758,49640.6
1759,49640.6
1760,49640.6
1761,49640.61
1762,49640.61
1763,49640.61
1764,49640.61
1765,49640.62
1766,49640.62
1767,49640.62
1768,49640.62
1769,49640.62
1770,49640.62
1771,49640.62
1772,49640.63
1773,49640.63
1774,49640.63
1775,49640.64
1776,49640.64
1777,49640.64
1778,49640.64
1779,49640.64
1780,49640.64
1781,49640.65
1782,49640.65
1783,49640.65
1784,49640.65
1785,49640.66
1786,49640.66
1787,49640.66
1788,49640.66
1789,49640.66
1790,49640.66
1791,49640.67
1792,49640.67
1793,49640.67
1794,49640.67
1795,49640.67
1796,49640.67
1797,49640.68
1798,49640.68
1799,49640.68
1800,49640.68
1801,49640.69
1802,49640.69
1803,49640.69
1804,49640.69
1805,49640.69
1806,49640.69
1807,49640.7
1808,49640.7
1809,49640.7
1810,49640.71
1811,49640.71
1812,49640.71
1813,49640.71
1814,49640.71
1815,49640.71
1816,49640.72
1817,49640.72
1818,49640.72
1819,49640.72
1820,49640.73
1821,49640.73
1822,49640.73
1823,49640.73
1824,49640.73
1825,49640.73
1826,49640.74
1827,49640.74
1828,49640.74
1829,49640.74
1830,49640.75
1831,49640.75
1832,49640.75
1833,49640.75
1834,49640.75
1835,49640.75
1836,49640.76
1837,49640.76
1838,49640.76
1839,49640.76
1840,49640.76
1841,49640.76
1842,49640.77
1843,49640.77
1844,49640.77
1845,49640.78
1846,49640.78
1847,49640.78
1848,49640.78
1849,49640.78
1850,49640.78
1851,49640.78
1852,49640.79
1853,49640.79
1854,49640.79
1855,49640.79
1856,49640.8
1857,49640.8
1858,49640.8
1859,49640.8
1860,49640.8
1861,49640.8
1862,49640.81
1863,49640.81
1864,49640.81
1865,49640.81
1866,49640.82
1867,49640.82
1868,49640.82
