row_index,WTUR.TmMtn.actTmVal
185,165.64
186,165.64
187,165.64
188,165.64
189,165.64
190,165.64
191,165.64
192,165.64
193,165.64
194,165.64
195,165.64
196,165.64
197,165.64
198,165.64
199,165.64
200,165.64
201,165.64
202,165.64
203,165.64
204,165.64
205,165.64
206,165.64
207,165.64
208,165.64
209,165.64
210,165.64
211,165.64
212,165.64
213,165.64
214,165.64
215,165.64
216,165.64
217,165.64
218,165.64
219,165.64
220,165.64
221,165.64
222,165.64
223,165.64
224,165.64
225,165.64
226,165.64
227,165.64
228,165.64
229,165.64
230,165.64
231,165.64
232,165.64
233,165.64
234,165.64
235,165.64
236,165.64
237,165.64
238,165.64
239,165.64
240,165.64
241,165.64
242,165.64
243,165.64
244,165.64
245,165.64
246,165.64
247,165.64
248,165.64
249,165.64
250,165.64
251,165.64
252,165.64
253,165.64
254,165.64
255,165.64
256,165.64
257,165.64
258,165.64
259,165.64
260,165.64
261,165.64
262,165.64
263,165.64
264,165.64
265,165.64
266,165.64
267,165.64
268,165.64
269,165.64
270,165.64
271,165.64
272,165.64
273,165.64
274,165.64
275,165.64
276,165.64
277,165.64
278,165.64
279,165.64
280,165.64
281,165.64
282,165.64
283,165.64
284,165.64
285,165.64
286,165.64
287,165.64
288,165.64
289,165.64
290,165.64
291,165.64
292,165.64
293,165.64
294,165.64
295,165.64
296,165.64
297,165.64
298,165.64
299,165.64
300,165.64
301,165.64
302,165.64
303,165.64
304,165.64
305,165.64
306,165.64
307,165.64
308,165.64
309,165.64
310,165.64
311,165.64
312,165.64
313,165.64
314,165.64
315,165.64
316,165.64
317,165.64
318,165.64
319,165.64
320,165.64
321,165.64
322,165.64
323,165.64
324,165.64
325,165.64
326,165.64
327,165.64
328,165.64
329,165.64
330,165.64
331,165.64
332,165.64
333,165.64
334,165.64
335,165.64
336,165.64
337,165.64
338,165.64
339,165.64
340,165.64
341,165.64
342,165.64
343,165.64
344,165.64
345,165.64
346,165.64
347,165.64
348,165.64
349,165.64
350,165.64
351,165.64
352,165.64
353,165.64
354,165.64
355,165.64
356,165.64
357,165.64
358,165.64
359,165.64
360,165.64
361,165.64
362,165.64
363,165.64
364,165.64
365,165.64
366,165.64
367,165.64
368,165.64
369,165.64
370,165.64
371,165.64
372,165.64
373,165.64
374,165.64
375,165.64
376,165.64
377,165.64
378,165.64
379,165.64
380,165.64
381,165.64
382,165.64
383,165.64
384,165.64
385,165.64
386,165.64
387,165.64
388,165.64
389,165.64
390,165.64
391,165.64
392,165.64
393,165.64
394,165.64
395,165.64
396,165.64
397,165.64
398,165.64
399,165.64
400,165.64
401,165.64
402,165.64
403,165.64
404,165.64
405,165.64
406,165.64
407,165.64
408,165.64
409,165.64
410,165.64
411,165.64
412,165.64
413,165.64
414,165.64
415,165.64
416,165.64
417,165.64
418,165.64
419,165.64
420,165.64
421,165.64
422,165.64
423,165.64
424,165.64
425,165.64
426,165.64
427,165.64
428,165.64
429,165.64
430,165.64
431,165.64
432,165.64
433,165.64
434,165.64
435,165.64
436,165.64
437,165.64
438,165.64
439,165.64
440,165.64
441,165.64
442,165.64
443,165.64
444,165.64
445,165.64
446,165.64
447,165.64
448,165.64
449,165.64
450,165.64
451,165.64
452,165.64
453,165.64
454,165.64
455,165.64
456,165.64
457,165.64
458,165.64
459,165.64
460,165.64
461,165.64
462,165.64
463,165.64
464,165.64
465,165.64
466,165.64
467,165.64
468,165.64
469,165.64
470,165.64
471,165.64
472,165.64
473,165.64
474,165.64
475,165.64
476,165.64
477,165.64
478,165.64
479,165.64
480,165.64
481,165.64
482,165.64
483,165.64
484,165.64
485,165.64
486,165.64
487,165.64
488,165.64
489,165.64
490,165.64
491,165.64
492,165.64
493,165.64
494,165.64
495,165.64
496,165.64
497,165.64
498,165.64
499,165.64
500,165.64
501,165.64
502,165.64
503,165.64
504,165.64
505,165.64
506,165.64
507,165.64
508,165.64
509,165.64
510,165.64
511,165.64
512,165.64
513,165.64
514,165.64
515,165.64
516,165.64
517,165.64
518,165.64
519,165.64
520,165.64
521,165.64
522,165.64
523,165.64
524,165.64
525,165.64
526,165.64
527,165.64
528,165.64
529,165.64
530,165.64
531,165.64
532,165.64
533,165.64
534,165.64
535,165.64
536,165.64
537,165.64
538,165.64
539,165.64
540,165.64
541,165.64
542,165.64
543,165.64
544,165.64
545,165.64
546,165.64
547,165.64
548,165.64
549,165.64
550,165.64
551,165.64
552,165.64
553,165.64
554,165.64
555,165.64
556,165.64
557,165.64
558,165.64
559,165.64
560,165.64
561,165.64
562,165.64
563,165.64
564,165.64
565,165.64
566,165.64
567,165.64
568,165.64
569,165.64
570,165.64
571,165.64
572,165.64
573,165.64
574,165.64
575,165.64
576,165.64
577,165.64
578,165.64
579,165.64
580,165.64
581,165.64
582,165.64
583,165.64
584,165.64
585,165.64
586,165.64
587,165.64
588,165.64
589,165.64
590,165.64
591,165.64
592,165.64
593,165.64
594,165.64
595,165.64
596,165.64
597,165.64
598,165.64
599,165.64
600,165.64
601,165.64
602,165.64
603,165.64
604,165.64
605,165.64
606,165.64
607,165.64
608,165.64
609,165.64
610,165.64
611,165.64
612,165.64
613,165.64
614,165.64
615,165.64
616,165.64
617,165.64
618,165.64
619,165.64
620,165.64
621,165.64
622,165.64
623,165.64
624,165.64
625,165.64
626,165.64
627,165.64
628,165.64
629,165.64
630,165.64
631,165.64
632,165.64
633,165.64
634,165.64
635,165.64
636,165.64
637,165.64
638,165.64
639,165.64
640,165.64
641,165.64
642,165.64
643,165.64
644,165.64
645,165.64
646,165.64
647,165.64
648,165.64
649,165.64
650,165.64
651,165.64
652,165.64
653,165.64
654,165.64
655,165.64
656,165.64
657,165.64
658,165.64
659,165.64
660,165.64
661,165.64
662,165.64
663,165.64
664,165.64
665,165.64
666,165.64
667,165.64
668,165.64
669,165.64
670,165.64
671,165.64
672,165.64
673,165.64
674,165.64
675,165.64
676,165.64
677,165.64
678,165.64
679,165.64
680,165.64
681,165.64
682,165.64
683,165.64
684,165.64
685,165.64
686,165.64
687,165.64
688,165.64
689,165.64
690,165.64
691,165.64
692,165.64
693,165.64
694,165.64
695,165.64
696,165.64
697,165.64
698,165.64
699,165.64
700,165.64
701,165.64
702,165.64
703,165.64
704,165.64
705,165.64
706,165.64
707,165.64
708,165.64
709,165.64
710,165.64
711,165.64
712,165.64
713,165.64
714,165.64
715,165.64
716,165.64
717,165.64
718,165.64
719,165.64
720,165.64
721,165.64
722,165.64
723,165.64
724,165.64
725,165.64
726,165.64
727,165.64
728,165.64
729,165.64
730,165.64
731,165.64
732,165.64
733,165.64
734,165.64
735,165.64
736,165.64
737,165.64
738,165.64
739,165.64
740,165.64
741,165.64
742,165.64
743,165.64
744,165.64
745,165.64
746,165.64
747,165.64
748,165.64
749,165.64
750,165.64
751,165.64
752,165.64
753,165.64
754,165.64
755,165.64
756,165.64
757,165.64
758,165.64
759,165.64
760,165.64
761,165.64
762,165.64
763,165.64
764,165.64
765,165.64
766,165.64
767,165.64
768,165.64
769,165.64
770,165.64
771,165.64
772,165.64
773,165.64
774,165.64
775,165.64
776,165.64
777,165.64
778,165.64
779,165.64
780,165.64
781,165.64
782,165.64
783,165.64
784,165.64
785,165.64
786,165.64
787,165.64
788,165.64
789,165.64
790,165.64
791,165.64
792,165.64
793,165.64
794,165.64
795,165.64
796,165.64
797,165.64
798,165.64
799,165.64
800,165.64
801,165.64
802,165.64
803,165.64
804,165.64
805,165.64
806,165.64
807,165.64
808,165.64
809,165.64
810,165.64
811,165.64
812,165.64
813,165.64
814,165.64
815,165.64
816,165.64
817,165.64
818,165.64
819,165.64
820,165.64
821,165.64
822,165.64
823,165.64
824,165.64
825,165.64
826,165.64
827,165.64
828,165.64
829,165.64
830,165.64
831,165.64
832,165.64
833,165.64
834,165.64
835,165.64
836,165.64
837,165.64
838,165.64
839,165.64
840,165.64
841,165.64
842,165.64
843,165.64
844,165.64
845,165.64
846,165.64
847,165.64
848,165.64
849,165.64
850,165.64
851,165.64
852,165.64
853,165.64
854,165.64
855,165.64
856,165.64
857,165.64
858,165.64
859,165.64
860,165.64
861,165.64
862,165.64
863,165.64
864,165.64
865,165.64
866,165.64
867,165.64
868,165.64
869,165.64
870,165.64
871,165.64
872,165.64
873,165.64
874,165.64
875,165.64
876,165.64
877,165.64
878,165.64
879,165.64
880,165.64
881,165.64
882,165.64
883,165.64
884,165.64
885,165.64
886,165.64
887,165.64
888,165.64
889,165.64
890,165.64
891,165.64
892,165.64
893,165.64
894,165.64
895,165.64
896,165.64
897,165.64
898,165.64
899,165.64
900,165.64
901,165.64
902,165.64
903,165.64
904,165.64
905,165.64
906,165.64
907,165.64
908,165.64
909,165.64
910,165.64
911,165.64
912,165.64
913,165.64
914,165.64
915,165.64
916,165.64
917,165.64
918,165.64
919,165.64
920,165.64
921,165.64
922,165.64
923,165.64
924,165.64
925,165.64
926,165.64
927,165.64
928,165.64
929,165.64
930,165.64
931,165.64
932,165.64
933,165.64
934,165.64
935,165.64
936,165.64
937,165.64
938,165.64
939,165.64
940,165.64
941,165.64
942,165.64
943,165.64
944,165.64
945,165.64
946,165.64
947,165.64
948,165.64
949,165.64
950,165.64
951,165.64
952,165.64
953,165.64
954,165.64
955,165.64
956,165.64
957,165.64
958,165.64
959,165.64
960,165.64
961,165.64
962,165.64
963,165.64
964,165.64
965,165.64
966,165.64
967,165.64
968,165.64
969,165.64
970,165.64
971,165.64
972,165.64
973,165.64
974,165.64
975,165.64
976,165.64
977,165.64
978,165.64
979,165.64
980,165.64
981,165.64
982,165.64
983,165.64
984,165.64
985,165.64
986,165.64
987,165.64
988,165.64
989,165.64
990,165.64
991,165.64
992,165.64
993,165.64
994,165.64
995,165.64
996,165.64
997,165.64
998,165.64
999,165.64
1000,165.64
1001,165.64
1002,165.64
1003,165.64
1004,165.64
1005,165.64
1006,165.64
1007,165.64
1008,165.64
1009,165.64
1010,165.64
1011,165.64
1012,165.64
1013,165.64
1014,165.64
1015,165.64
1016,165.64
1017,165.64
1018,165.64
1019,165.64
1020,165.64
1021,165.64
1022,165.64
1023,165.64
1024,165.64
1025,165.64
1026,165.64
1027,165.64
1028,165.64
1029,165.64
1030,165.64
1031,165.64
1032,165.64
1033,165.64
1034,165.64
1035,165.64
1036,165.64
1037,165.64
1038,165.64
1039,165.64
1040,165.64
1041,165.64
1042,165.64
1043,165.64
1044,165.64
1045,165.64
1046,165.64
1047,165.64
1048,165.64
1049,165.64
1050,165.64
1051,165.64
1052,165.64
1053,165.64
1054,165.64
1055,165.64
1056,165.64
1057,165.64
1058,165.64
1059,165.64
1060,165.64
1061,165.64
1062,165.64
1063,165.64
1064,165.64
1065,165.64
1066,165.64
1067,165.64
1068,165.64
1069,165.64
1070,165.64
1071,165.64
1072,165.64
1073,165.64
1074,165.64
1075,165.64
1076,165.64
1077,165.64
1078,165.64
1079,165.64
1080,165.64
1081,165.64
1082,165.64
1083,165.64
1084,165.64
1085,165.64
1086,165.64
1087,165.64
1088,165.64
1089,165.64
1090,165.64
1091,165.64
1092,165.64
1093,165.64
1094,165.64
1095,165.64
1096,165.64
1097,165.64
1098,165.64
1099,165.64
1100,165.64
1101,165.64
1102,165.64
1103,165.64
1104,165.64
1105,165.64
1106,165.64
1107,165.64
1108,165.64
1109,165.64
1110,165.64
1111,165.64
1112,165.64
1113,165.64
1114,165.64
1115,165.64
1116,165.64
1117,165.64
1118,165.64
1119,165.64
1120,165.64
1121,165.64
1122,165.64
1123,165.64
1124,165.64
1125,165.64
1126,165.64
1127,165.64
1128,165.64
1129,165.64
1130,165.64
1131,165.64
1132,165.64
1133,165.64
1134,165.64
1135,165.64
1136,165.64
1137,165.64
1138,165.64
1139,165.64
1140,165.64
1141,165.64
1142,165.64
1143,165.64
1144,165.64
1145,165.64
1146,165.64
1147,165.64
1148,165.64
1149,165.64
1150,165.64
1151,165.64
1152,165.64
1153,165.64
1154,165.64
1155,165.64
1156,165.64
1157,165.64
1158,165.64
1159,165.64
1160,165.64
1161,165.64
1162,165.64
1163,165.64
1164,165.64
1165,165.64
1166,165.64
1167,165.64
1168,165.64
1169,165.64
1170,165.64
1171,165.64
1172,165.64
1173,165.64
1174,165.64
1175,165.64
1176,165.64
1177,165.64
1178,165.64
1179,165.64
1180,165.64
1181,165.64
1182,165.64
1183,165.64
1184,165.64
1185,165.64
1186,165.64
1187,165.64
1188,165.64
1189,165.64
1190,165.64
1191,165.64
1192,165.64
1193,165.64
1194,165.64
1195,165.64
1196,165.64
1197,165.64
1198,165.64
1199,165.64
1200,165.64
1201,165.64
1202,165.64
1203,165.64
1204,165.64
1205,165.64
1206,165.64
1207,165.64
1208,165.64
1209,165.64
1210,165.64
1211,165.64
1212,165.64
1213,165.64
1214,165.64
1215,165.64
1216,165.64
1217,165.64
1218,165.64
1219,165.64
1220,165.64
1221,165.64
1222,165.64
1223,165.64
1224,165.64
1225,165.64
1226,165.64
1227,165.64
1228,165.64
1229,165.64
1230,165.64
1231,165.64
1232,165.64
1233,165.64
1234,165.64
1235,165.64
1236,165.64
1237,165.64
1238,165.64
1239,165.64
1240,165.64
1241,165.64
1242,165.64
1243,165.64
1244,165.64
1245,165.64
1246,165.64
1247,165.64
1248,165.64
1249,165.64
1250,165.64
1251,165.64
1252,165.64
1253,165.64
1254,165.64
1255,165.64
1256,165.64
1257,165.64
1258,165.64
1259,165.64
1260,165.64
1261,165.64
1262,165.64
1263,165.64
1264,165.64
1265,165.64
1266,165.64
1267,165.64
1268,165.64
1269,165.64
1270,165.64
1271,165.64
1272,165.64
1273,165.64
1274,165.64
1275,165.64
1276,165.64
1277,165.64
1278,165.64
1279,165.64
1280,165.64
1281,165.64
1282,165.64
1283,165.64
1284,165.64
1285,165.64
1286,165.64
1287,165.64
1288,165.64
1289,165.64
1290,165.64
1291,165.64
1292,165.64
1293,165.64
1294,165.64
1295,165.64
1296,165.64
1297,165.64
1298,165.64
1299,165.64
1300,165.64
1301,165.64
1302,165.64
1303,165.64
1304,165.64
1305,165.64
1306,165.64
1307,165.64
1308,165.64
1309,165.64
1310,165.64
1311,165.64
1312,165.64
1313,165.64
1314,165.64
1315,165.64
1316,165.64
1317,165.64
1318,165.64
1319,165.64
1320,165.64
1321,165.64
1322,165.64
1323,165.64
1324,165.64
1325,165.64
1326,165.64
1327,165.64
1328,165.64
1329,165.64
1330,165.64
1331,165.64
1332,165.64
1333,165.64
1334,165.64
1335,165.64
1336,165.64
1337,165.64
1338,165.64
1339,165.64
1340,165.64
1341,165.64
1342,165.64
1343,165.64
1344,165.64
1345,165.64
1346,165.64
1347,165.64
1348,165.64
1349,165.64
1350,165.64
1351,165.64
1352,165.64
1353,165.64
1354,165.64
1355,165.64
1356,165.64
1357,165.64
1358,165.64
1359,165.64
1360,165.64
1361,165.64
1362,165.64
1363,165.64
1364,165.64
1365,165.64
1366,165.64
1367,165.64
1368,165.64
1369,165.64
1370,165.64
1371,165.64
1372,165.64
1373,165.64
1374,165.64
1375,165.64
1376,165.64
1377,165.64
1378,165.64
1379,165.64
1380,165.64
1381,165.64
1382,165.64
1383,165.64
1384,165.64
1385,165.64
1386,165.64
1387,165.64
1388,165.64
1389,165.64
1390,165.64
1391,165.64
1392,165.64
1393,165.64
1394,165.64
1395,165.64
1396,165.64
1397,165.64
1398,165.64
1399,165.64
1400,165.64
1401,165.64
1402,165.64
1403,165.64
1404,165.64
1405,165.64
1406,165.64
1407,165.64
1408,165.64
1409,165.64
1410,165.64
1411,165.64
1412,165.64
1413,165.64
1414,165.64
1415,165.64
1416,165.64
1417,165.64
1418,165.64
1419,165.64
1420,165.64
1421,165.64
1422,165.64
1423,165.64
1424,165.64
1425,165.64
1426,165.64
1427,165.64
1428,165.64
1429,165.64
1430,165.64
1431,165.64
1432,165.64
1433,165.64
1434,165.64
1435,165.64
1436,165.64
1437,165.64
1438,165.64
1439,165.64
1440,165.64
1441,165.64
1442,165.64
1443,165.64
1444,165.64
1445,165.64
1446,165.64
1447,165.64
1448,165.64
1449,165.64
1450,165.64
1451,165.64
1452,165.64
1453,165.64
1454,165.64
1455,165.64
1456,165.64
1457,165.64
1458,165.64
1459,165.64
1460,165.64
1461,165.64
1462,165.64
1463,165.64
1464,165.64
1465,165.64
1466,165.64
1467,165.64
1468,165.64
1469,165.64
1470,165.64
1471,165.64
1472,165.64
1473,165.64
1474,165.64
1475,165.64
1476,165.64
1477,165.64
1478,165.64
1479,165.64
1480,165.64
1481,165.64
1482,165.64
1483,165.64
1484,165.64
1485,165.64
1486,165.64
1487,165.64
1488,165.64
1489,165.64
1490,165.64
1491,165.64
1492,165.64
1493,165.64
1494,165.64
1495,165.64
1496,165.64
1497,165.64
1498,165.64
1499,165.64
1500,165.64
1501,165.64
1502,165.64
1503,165.64
1504,165.64
1505,165.64
1506,165.64
1507,165.64
1508,165.64
1509,165.64
1510,165.64
1511,165.64
1512,165.64
1513,165.64
1514,165.64
1515,165.64
1516,165.64
1517,165.64
1518,165.64
1519,165.64
1520,165.64
1521,165.64
1522,165.64
1523,165.64
1524,165.64
1525,165.64
1526,165.64
1527,165.64
1528,165.64
1529,165.64
1530,165.64
1531,165.64
1532,165.64
1533,165.64
1534,165.64
1535,165.64
1536,165.64
1537,165.64
1538,165.64
1539,165.64
1540,165.64
1541,165.64
1542,165.64
1543,165.64
1544,165.64
1545,165.64
1546,165.64
1547,165.64
1548,165.64
1549,165.64
1550,165.64
1551,165.64
1552,165.64
1553,165.64
1554,165.64
1555,165.64
1556,165.64
1557,165.64
1558,165.64
1559,165.64
1560,165.64
1561,165.64
1562,165.64
1563,165.64
1564,165.64
1565,165.64
1566,165.64
1567,165.64
1568,165.64
1569,165.64
1570,165.64
1571,165.64
1572,165.64
1573,165.64
1574,165.64
1575,165.64
1576,165.64
1577,165.64
1578,165.64
1579,165.64
1580,165.64
1581,165.64
1582,165.64
1583,165.64
1584,165.64
1585,165.64
1586,165.64
1587,165.64
1588,165.64
1589,165.64
1590,165.64
1591,165.64
1592,165.64
1593,165.64
1594,165.64
1595,165.64
1596,165.64
1597,165.64
1598,165.64
1599,165.64
1600,165.64
1601,165.64
1602,165.64
1603,165.64
1604,165.64
1605,165.64
1606,165.64
1607,165.64
1608,165.64
1609,165.64
1610,165.64
1611,165.64
1612,165.64
1613,165.64
1614,165.64
1615,165.64
1616,165.64
1617,165.64
1618,165.64
1619,165.64
1620,165.64
1621,165.64
1622,165.64
1623,165.64
1624,165.64
1625,165.64
1626,165.64
1627,165.64
1628,165.64
1629,165.64
1630,165.64
1631,165.64
1632,165.64
1633,165.64
1634,165.64
1635,165.64
1636,165.64
1637,165.64
1638,165.64
1639,165.64
1640,165.64
1641,165.64
1642,165.64
1643,165.64
1644,165.64
1645,165.64
1646,165.64
1647,165.64
1648,165.64
1649,165.64
1650,165.64
1651,165.64
1652,165.64
1653,165.64
1654,165.64
1655,165.64
1656,165.64
1657,165.64
1658,165.64
1659,165.64
1660,165.64
1661,165.64
1662,165.64
1663,165.64
1664,165.64
1665,165.64
1666,165.64
1667,165.64
1668,165.64
1669,165.64
1670,165.64
1671,165.64
1672,165.64
1673,165.64
1674,165.64
1675,165.64
1676,165.64
1677,165.64
1678,165.64
1679,165.64
1680,165.64
1681,165.64
1682,165.64
1683,165.64
1684,165.64
1685,165.64
1686,165.64
1687,165.64
1688,165.64
1689,165.64
1690,165.64
1691,165.64
1692,165.64
1693,165.64
1694,165.64
1695,165.64
1696,165.64
1697,165.64
1698,165.64
1699,165.64
1700,165.64
1701,165.64
1702,165.64
1703,165.64
1704,165.64
1705,165.64
1706,165.64
1707,165.64
1708,165.64
1709,165.64
1710,165.64
1711,165.64
1712,165.64
1713,165.64
1714,165.64
1715,165.64
1716,165.64
1717,165.64
1718,165.64
1719,165.64
1720,165.64
1721,165.64
1722,165.64
1723,165.64
1724,165.64
1725,165.64
1726,165.64
1727,165.64
1728,165.64
1729,165.64
1730,165.64
1731,165.64
1732,165.64
1733,165.64
1734,165.64
1735,165.64
1736,165.64
1737,165.64
1738,165.64
1739,165.64
1740,165.64
1741,165.64
1742,165.64
1743,165.64
1744,165.64
1745,165.64
1746,165.64
1747,165.64
1748,165.64
1749,165.64
1750,165.64
1751,165.64
1752,165.64
1753,165.64
1754,165.64
1755,165.64
1756,165.64
1757,165.64
1758,165.64
1759,165.64
1760,165.64
1761,165.64
1762,165.64
1763,165.64
1764,165.64
1765,165.64
1766,165.64
1767,165.64
1768,165.64
1769,165.64
1770,165.64
1771,165.64
1772,165.64
1773,165.64
1774,165.64
1775,165.64
1776,165.64
1777,165.64
1778,165.64
1779,165.64
1780,165.64
1781,165.64
1782,165.64
1783,165.64
1784,165.64
1785,165.64
1786,165.64
1787,165.64
1788,165.64
1789,165.64
1790,165.64
1791,165.64
1792,165.64
1793,165.64
1794,165.64
1795,165.64
1796,165.64
1797,165.64
1798,165.64
1799,165.64
1800,165.64
1801,165.64
1802,165.64
1803,165.64
1804,165.64
1805,165.64
1806,165.64
1807,165.64
1808,165.64
1809,165.64
1810,165.64
1811,165.64
1812,165.64
1813,165.64
1814,165.64
1815,165.64
1816,165.64
1817,165.64
1818,165.64
1819,165.64
1820,165.64
1821,165.64
1822,165.64
1823,165.64
1824,165.64
1825,165.64
1826,165.64
1827,165.64
1828,165.64
1829,165.64
1830,165.64
1831,165.64
1832,165.64
1833,165.64
1834,165.64
1835,165.64
1836,165.64
1837,165.64
1838,165.64
1839,165.64
1840,165.64
1841,165.64
1842,165.64
1843,165.64
1844,165.64
1845,165.64
1846,165.64
1847,165.64
1848,165.64
1849,165.64
1850,165.64
1851,165.64
1852,165.64
1853,165.64
1854,165.64
1855,165.64
1856,165.64
1857,165.64
1858,165.64
1859,165.64
1860,165.64
1861,165.64
1862,165.64
1863,165.64
1864,165.64
1865,165.64
1866,165.64
1867,165.64
1868,165.64
1869,165.64
1870,165.64
1871,165.64
1872,165.64
1873,165.64
1874,165.64
1875,165.64
1876,165.64
1877,165.64
1878,165.64
1879,165.64
1880,165.64
1881,165.64
1882,165.64
1883,165.64
1884,165.64
1885,165.64
1886,165.64
1887,165.64
1888,165.64
1889,165.64
1890,165.64
1891,165.64
1892,165.64
1893,165.64
1894,165.64
1895,165.64
1896,165.64
1897,165.64
1898,165.64
1899,165.64
1900,165.64
1901,165.64
1902,165.64
1903,165.64
1904,165.64
1905,165.64
1906,165.64
1907,165.64
1908,165.64
1909,165.64
1910,165.64
1911,165.64
1912,165.64
1913,165.64
1914,165.64
1915,165.64
1916,165.64
1917,165.64
1918,165.64
1919,165.64
1920,165.64
1921,165.64
1922,165.64
1923,165.64
1924,165.64
1925,165.64
1926,165.64
1927,165.64
1928,165.64
1929,165.64
1930,165.64
1931,165.64
1932,165.64
1933,165.64
1934,165.64
1935,165.64
1936,165.64
1937,165.64
1938,165.64
1939,165.64
1940,165.64
1941,165.64
1942,165.64
1943,165.64
1944,165.64
1945,165.64
1946,165.64
1947,165.64
1948,165.64
1949,165.64
1950,165.64
1951,165.64
1952,165.64
1953,165.64
1954,165.64
1955,165.64
1956,165.64
1957,165.64
1958,165.64
1959,165.64
1960,165.64
1961,165.64
1962,165.64
1963,165.64
1964,165.64
1965,165.64
1966,165.64
1967,165.64
1968,165.64
1969,165.64
1970,165.64
1971,165.64
1972,165.64
1973,165.64
1974,165.64
1975,165.64
1976,165.64
1977,165.64
1978,165.64
1979,165.64
1980,165.64
1981,165.64
1982,165.64
1983,165.64
1984,165.64
1985,165.64
1986,165.64
1987,165.64
1988,165.64
1989,165.64
1990,165.64
1991,165.64
1992,165.64
1993,165.64
1994,165.64
1995,165.64
1996,165.64
1997,165.64
1998,165.64
1999,165.64
2000,165.64
2001,165.64
2002,165.64
2003,165.64
2004,165.64
2005,165.64
2006,165.64
2007,165.64
2008,165.64
2009,165.64
2010,165.64
2011,165.64
2012,165.64
2013,165.64
2014,165.64
2015,165.64
2016,165.64
2017,165.64
2018,165.64
2019,165.64
2020,165.64
2021,165.64
2022,165.64
2023,165.64
2024,165.64
2025,165.64
2026,165.64
2027,165.64
2028,165.64
2029,165.64
2030,165.64
2031,165.64
2032,165.64
2033,165.64
2034,165.64
2035,165.64
2036,165.64
2037,165.64
2038,165.64
2039,165.64
2040,165.64
2041,165.64
2042,165.64
2043,165.64
2044,165.64
2045,165.64
2046,165.64
2047,165.64
2048,165.64
2049,165.64
2050,165.64
2051,165.64
2052,165.64
2053,165.64
2054,165.64
2055,165.64
2056,165.64
2057,165.64
2058,165.64
2059,165.64
2060,165.64
2061,165.64
2062,165.64
2063,165.64
2064,165.64
2065,165.64
2066,165.64
2067,165.64
2068,165.64
2069,165.64
2070,165.64
2071,165.64
2072,165.64
2073,165.64
2074,165.64
2075,165.64
2076,165.64
2077,165.64
2078,165.64
2079,165.64
2080,165.64
2081,165.64
2082,165.64
2083,165.64
2084,165.64
2085,165.64
2086,165.64
2087,165.64
2088,165.64
2089,165.64
2090,165.64
2091,165.64
2092,165.64
2093,165.64
2094,165.64
2095,165.64
2096,165.64
2097,165.64
2098,165.64
2099,165.64
2100,165.64
2101,165.64
2102,165.64
2103,165.64
2104,165.64
2105,165.64
2106,165.64
2107,165.64
2108,165.64
2109,165.64
2110,165.64
2111,165.64
2112,165.64
2113,165.64
2114,165.64
2115,165.64
2116,165.64
2117,165.64
2118,165.64
2119,165.64
2120,165.64
2121,165.64
2122,165.64
2123,165.64
2124,165.64
2125,165.64
2126,165.64
2127,165.64
2128,165.64
2129,165.64
2130,165.64
2131,165.64
2132,165.64
2133,165.64
2134,165.64
2135,165.64
2136,165.64
