row_index,WROT.PtAngVal.Bl3
663,0.18
664,0.18
665,0.17
666,0.17
667,0.17
668,0.17
669,0.17
670,0.17
671,0.17
672,0.17
673,0.17
674,0.17
675,0.17
676,0.17
677,0.17
678,0.17
679,0.17
680,0.17
681,0.17
682,0.17
683,0.17
684,0.17
685,0.17
686,0.17
687,0.17
688,0.17
689,0.17
690,0.17
691,0.17
692,0.17
693,0.17
694,0.17
695,0.17
696,0.17
697,0.17
698,0.17
699,0.17
700,0.17
701,0.17
702,0.17
703,0.17
704,0.17
705,0.17
706,0.17
707,0.17
708,0.17
709,0.17
710,0.17
711,0.17
712,0.17
713,0.17
714,0.17
715,0.17
716,0.17
717,0.17
718,0.17
719,0.17
720,0.17
721,0.17
722,0.17
723,0.17
724,0.17
725,0.17
726,0.17
727,0.17
728,0.17
729,0.17
730,0.17
731,0.17
732,0.17
733,0.17
734,0.17
735,0.17
736,0.17
737,0.17
738,0.17
739,0.17
740,0.17
741,0.17
742,0.17
743,0.17
744,0.17
745,0.17
746,0.17
747,0.17
748,0.17
749,0.17
750,0.17
751,0.17
752,0.17
753,0.17
754,0.17
755,0.17
756,0.17
757,0.17
758,0.17
759,0.17
760,0.17
761,0.17
762,0.17
763,0.17
764,0.17
765,0.17
766,0.17
767,0.17
768,0.17
769,0.17
770,0.17
771,0.17
772,0.17
773,0.17
774,0.17
775,0.17
776,0.17
777,0.17
778,0.17
779,0.17
780,0.17
781,0.17
782,0.17
783,0.17
784,0.17
785,0.17
786,0.17
787,0.17
788,0.17
789,0.17
790,0.17
791,0.17
792,0.17
793,0.17
794,0.17
795,0.17
796,0.17
797,0.17
798,0.17
799,0.17
800,0.17
801,0.17
802,0.17
803,0.17
804,0.17
805,0.17
806,0.17
807,0.17
808,0.17
809,0.17
810,0.17
811,0.17
812,0.17
813,0.17
814,0.17
815,0.17
816,0.17
817,0.17
818,0.17
819,0.17
820,0.17
821,0.17
822,0.17
823,0.17
824,0.17
825,0.17
826,0.17
827,0.17
828,0.17
829,0.17
830,0.17
831,0.17
832,0.17
833,0.17
834,0.17
835,0.17
836,0.17
837,0.17
838,0.17
839,0.17
840,0.17
841,0.17
842,0.17
843,0.17
844,0.17
845,0.17
846,0.17
847,0.17
848,0.17
849,0.17
850,0.17
851,0.17
852,0.17
853,0.17
854,0.17
855,0.17
856,0.17
857,0.17
858,0.17
859,0.17
860,0.17
861,0.17
862,0.17
863,0.17
864,0.17
865,0.17
866,0.17
867,0.17
868,0.17
869,0.17
870,0.17
871,0.17
872,0.17
873,0.17
874,0.17
875,0.21
876,0.23
877,0.23
878,0.23
879,0.23
880,0.23
881,0.23
882,0.23
883,0.23
884,0.23
885,0.23
886,0.23
887,0.23
888,0.23
889,0.23
890,0.23
891,0.23
892,0.25
893,0.25
894,0.25
895,0.25
896,0.25
897,0.25
898,0.25
899,0.25
900,0.25
901,0.25
902,0.25
903,0.25
904,0.25
905,0.25
906,0.25
907,0.25
908,0.25
909,0.25
910,0.25
911,0.25
912,0.25
913,0.25
914,0.25
915,0.25
916,0.25
917,0.25
918,0.25
919,0.25
920,0.25
921,0.25
922,0.25
923,0.25
924,0.25
925,0.25
926,0.25
927,0.25
928,0.25
929,0.25
930,0.25
931,0.25
932,0.25
933,0.25
934,0.25
935,0.25
936,0.25
937,0.25
938,0.25
939,0.25
940,0.25
941,0.25
942,0.21
943,0.23
944,0.23
945,0.23
946,0.23
947,0.23
948,0.23
949,0.23
950,0.23
951,0.23
952,0.23
953,0.23
954,0.23
955,0.23
956,0.23
957,0.23
958,0.23
959,0.23
960,0.23
961,0.23
962,0.23
963,0.23
964,0.23
965,0.23
966,0.23
967,0.18
968,0.17
969,0.17
970,0.17
971,0.17
972,0.17
973,0.17
974,0.17
975,0.18
976,0.18
977,0.18
978,0.18
979,0.18
980,0.18
981,0.18
982,0.18
983,0.18
984,0.18
985,0.18
986,0.18
987,0.18
988,0.18
989,0.18
990,0.18
991,0.18
992,0.15
993,0.15
994,0.15
995,0.15
996,0.15
997,0.15
998,0.15
999,0.15
1000,0.15
1001,0.18
1002,0.18
1003,0.18
1004,0.18
1005,0.18
1006,0.18
1007,0.18
1008,0.18
1009,0.18
1010,0.18
1011,0.18
1012,0.18
1013,0.18
1014,0.18
1015,0.18
1016,0.18
1017,0.18
1018,0.18
1019,0.18
1020,0.18
1021,0.18
1022,0.18
1023,0.18
1024,0.18
1025,0.18
1026,0.18
1027,0.18
1028,0.18
1029,0.18
1030,0.18
1031,0.18
1032,0.18
1033,0.18
1034,0.18
1035,0.18
1036,0.18
1037,0.18
1038,0.18
1039,0.18
1040,0.18
1041,0.18
1042,0.18
1043,0.23
1044,0.23
1045,0.23
1046,0.23
1047,0.23
1048,0.23
1049,0.23
1050,0.23
1051,0.23
1052,0.23
1053,0.23
1054,0.23
1055,0.23
1056,0.23
1057,0.23
1058,0.23
1059,0.23
1060,0.23
1061,0.23
1062,0.23
1063,0.23
1064,0.23
1065,0.23
1066,0.23
1067,0.23
1068,0.3
1069,0.3
1070,0.3
1071,0.3
1072,0.3
1073,0.3
1074,0.3
1075,0.3
1076,0.23
1077,0.23
1078,0.23
1079,0.23
1080,0.23
1081,0.23
1082,0.23
1083,0.23
1084,0.23
1085,0.23
1086,0.23
1087,0.23
1088,0.23
1089,0.23
1090,0.23
1091,0.23
1092,0.23
1093,0.23
1094,0.23
1095,0.23
1096,0.23
1097,0.23
1098,0.23
1099,0.23
1100,0.23
1101,0.23
1102,0.23
1103,0.23
1104,0.23
1105,0.23
1106,0.23
1107,0.23
1108,0.23
1109,0.23
1110,0.23
1111,0.23
1112,0.23
1113,0.23
1114,0.23
1115,0.23
1116,0.23
1117,0.23
1118,0.23
1119,0.23
1120,0.23
1121,0.23
1122,0.23
1123,0.23
1124,0.23
1125,0.23
1126,0.23
1127,0.23
1128,0.23
1129,0.23
1130,0.23
1131,0.23
1132,0.23
1133,0.23
1134,0.23
1135,0.23
1136,0.28
1137,0.28
1138,0.28
1139,0.28
1140,0.28
1141,0.28
1142,0.28
1143,0.28
1144,0.23
1145,0.23
1146,0.23
1147,0.23
1148,0.23
1149,0.23
1150,0.23
1151,0.23
1152,0.28
1153,0.28
1154,0.28
1155,0.28
1156,0.28
1157,0.28
1158,0.28
1159,0.28
1160,0.28
1161,0.28
1162,0.28
1163,0.28
1164,0.28
1165,0.28
1166,0.28
1167,0.28
1168,0.28
1169,0.28
1170,0.28
1171,0.28
1172,0.28
1173,0.28
1174,0.28
1175,0.28
1176,0.28
1177,0.28
1178,0.28
1179,0.28
1180,0.28
1181,0.28
1182,0.28
1183,0.28
1184,0.28
1185,0.28
1186,0.27
1187,0.27
1188,0.27
1189,0.27
1190,0.27
1191,0.27
1192,0.27
1193,0.27
1194,0.27
1195,0.27
1196,0.27
1197,0.27
1198,0.27
1199,0.27
1200,0.27
1201,0.27
1202,0.27
1203,0.25
1204,0.25
1205,0.25
1206,0.25
1207,0.25
1208,0.25
1209,0.25
1210,0.25
1211,0.21
1212,0.23
1213,0.23
1214,0.23
1215,0.23
1216,0.23
1217,0.23
1218,0.23
1219,0.23
1220,0.23
1221,0.23
1222,0.23
1223,0.23
1224,0.23
1225,0.23
1226,0.23
1227,0.23
1228,0.23
1229,0.23
1230,0.23
1231,0.23
1232,0.23
1233,0.23
1234,0.23
1235,0.23
1236,0.23
1237,0.23
1238,0.23
1239,0.23
1240,0.23
1241,0.23
1242,0.23
1243,0.23
1244,0.23
1245,0.23
1246,0.23
1247,0.23
1248,0.23
1249,0.23
1250,0.23
1251,0.23
1252,0.23
1253,0.23
1254,0.23
1255,0.23
1256,0.23
1257,0.23
1258,0.23
1259,0.23
1260,0.23
1261,0.23
1262,0.2
1263,0.2
1264,0.2
1265,0.2
1266,0.2
1267,0.2
1268,0.2
1269,0.2
1270,0.2
1271,0.2
1272,0.2
1273,0.2
1274,0.2
1275,0.2
1276,0.2
1277,0.2
1278,0.2
1279,0.2
1280,0.2
1281,0.2
1282,0.2
1283,0.2
1284,0.2
1285,0.2
1286,0.2
1287,0.21
1288,0.21
1289,0.21
1290,0.21
1291,0.21
1292,0.21
1293,0.21
1294,0.21
1295,0.21
1296,0.21
1297,0.21
1298,0.21
1299,0.21
1300,0.21
1301,0.21
1302,0.21
1303,0.21
1304,0.21
1305,0.21
1306,0.21
1307,0.21
1308,0.21
1309,0.21
1310,0.21
1311,0.21
1312,0.25
1313,0.25
1314,0.25
1315,0.25
1316,0.25
1317,0.25
1318,0.25
1319,0.25
1320,0.28
1321,0.28
1322,0.28
1323,0.28
1324,0.28
1325,0.28
1326,0.28
1327,0.28
1328,0.25
1329,0.23
1330,0.23
1331,0.23
1332,0.23
1333,0.23
1334,0.23
1335,0.23
1336,0.23
1337,0.21
1338,0.21
1339,0.21
1340,0.21
1341,0.21
1342,0.21
1343,0.21
1344,0.21
1345,0.21
1346,0.21
1347,0.21
1348,0.21
1349,0.21
1350,0.21
1351,0.21
1352,0.21
1353,0.21
1354,0.28
1355,0.3
1356,0.3
1357,0.3
1358,0.3
1359,0.3
1360,0.3
1361,0.3
1362,0.3
1363,0.3
1364,0.3
1365,0.3
1366,0.3
1367,0.3
1368,0.3
1369,0.3
1370,0.3
1371,0.3
1372,0.3
1373,0.3
1374,0.3
1375,0.3
1376,0.3
1377,0.3
1378,0.3
1379,0.3
1380,0.3
1381,0.3
1382,0.3
1383,0.3
1384,0.3
1385,0.3
1386,0.3
1387,0.2
1388,0.17
1389,0.17
1390,0.17
1391,0.17
1392,0.17
1393,0.17
1394,0.17
1395,0.17
1396,0.17
1397,0.17
1398,0.17
1399,0.17
1400,0.17
1401,0.17
1402,0.17
1403,0.17
1404,0.17
1405,0.17
1406,0.17
1407,0.17
1408,0.17
1409,0.17
1410,0.17
1411,0.17
1412,0.17
1413,0.17
1414,0.17
1415,0.17
1416,0.17
1417,0.17
1418,0.17
1419,0.17
1420,0.17
1421,0.17
1422,0.17
1423,0.17
1424,0.17
1425,0.17
1426,0.17
1427,0.17
1428,0.17
1429,0.17
1430,0.25
1431,0.25
1432,0.25
1433,0.25
1434,0.25
1435,0.25
1436,0.25
1437,0.25
1438,0.25
1439,0.25
1440,0.25
1441,0.25
1442,0.25
1443,0.25
1444,0.25
1445,0.25
1446,0.25
1447,0.25
1448,0.25
1449,0.25
1450,0.25
1451,0.25
1452,0.25
1453,0.25
1454,0.25
1455,0.25
1456,0.25
1457,0.25
1458,0.25
1459,0.25
1460,0.25
1461,0.25
1462,0.25
1463,0.25
1464,0.25
1465,0.25
1466,0.25
1467,0.25
1468,0.25
1469,0.25
1470,0.25
1471,0.27
1472,0.28
1473,0.28
1474,0.28
1475,0.28
1476,0.28
1477,0.28
1478,0.28
1479,0.28
1480,0.28
1481,0.28
1482,0.28
1483,0.28
1484,0.28
1485,0.28
1486,0.28
1487,0.28
1488,0.31
1489,0.31
1490,0.31
1491,0.31
1492,0.31
1493,0.31
1494,0.31
1495,0.31
1496,0.31
1497,0.31
1498,0.31
1499,0.31
1500,0.31
1501,0.31
1502,0.31
1503,0.31
1504,0.31
1505,0.31
1506,0.31
1507,0.31
1508,0.31
1509,0.31
1510,0.31
1511,0.31
1512,0.31
1513,0.31
1514,0.31
1515,0.31
1516,0.31
1517,0.31
1518,0.31
1519,0.31
1520,0.31
1521,0.31
1522,0.31
1523,0.31
1524,0.31
1525,0.31
1526,0.31
1527,0.31
1528,0.31
1529,0.31
1530,0.34
1531,0.25
1532,0.25
1533,0.25
1534,0.25
1535,0.25
1536,0.25
1537,0.25
1538,0.25
1539,0.25
1540,0.25
1541,0.25
1542,0.25
1543,0.25
1544,0.25
1545,0.25
1546,0.25
1547,0.25
1548,0.25
1549,0.25
1550,0.25
1551,0.25
1552,0.25
1553,0.25
1554,0.25
1555,0.25
1556,0.25
1557,0.25
1558,0.25
1559,0.25
1560,0.25
1561,0.25
1562,0.25
1563,0.25
1564,0.31
1565,0.31
1566,0.31
1567,0.31
1568,0.31
1569,0.31
1570,0.31
1571,0.31
1572,0.21
1573,0.21
1574,0.21
1575,0.21
1576,0.21
1577,0.21
1578,0.21
1579,0.21
1580,0.31
1581,0.31
1582,0.31
1583,0.31
1584,0.31
1585,0.31
1586,0.31
1587,0.31
1588,0.31
1589,0.31
1590,0.31
1591,0.31
1592,0.31
1593,0.31
1594,0.31
1595,0.31
1596,0.31
1597,0.31
1598,0.28
1599,0.28
1600,0.28
1601,0.28
1602,0.28
1603,0.28
1604,0.28
1605,0.28
1606,0.28
1607,0.28
1608,0.28
1609,0.28
1610,0.28
1611,0.28
1612,0.28
1613,0.28
1614,0.28
1615,0.28
1616,0.28
1617,0.28
1618,0.28
1619,0.28
1620,0.28
1621,0.28
1622,0.28
1623,0.25
1624,0.25
1625,0.25
1626,0.25
1627,0.25
1628,0.25
1629,0.25
1630,0.25
1631,0.3
1632,0.31
1633,0.31
1634,0.31
1635,0.31
1636,0.31
1637,0.31
1638,0.31
1639,0.31
1640,0.31
1641,0.31
1642,0.31
1643,0.31
1644,0.31
1645,0.31
1646,0.31
1647,0.31
1648,0.31
1649,0.31
1650,0.31
1651,0.31
1652,0.31
1653,0.31
1654,0.31
1655,0.31
1656,0.31
1657,0.31
1658,0.31
1659,0.31
1660,0.31
1661,0.31
1662,0.31
1663,0.31
1664,0.31
1665,0.31
1666,0.31
1667,0.31
1668,0.31
1669,0.31
1670,0.31
1671,0.31
1672,0.31
1673,0.31
1674,0.31
1675,0.31
1676,0.31
1677,0.31
1678,0.31
1679,0.31
1680,0.31
1681,0.31
1682,0.31
1683,0.31
1684,0.31
1685,0.31
1686,0.31
1687,0.31
1688,0.31
1689,0.31
1690,0.31
1691,0.31
1692,0.31
1693,0.31
1694,0.31
1695,0.31
1696,0.31
1697,0.31
1698,0.31
1699,0.18
1700,0.18
1701,0.18
1702,0.18
1703,0.18
1704,0.18
1705,0.18
1706,0.18
1707,0.18
1708,0.18
1709,0.18
1710,0.18
1711,0.18
1712,0.18
1713,0.18
1714,0.18
1715,0.18
1716,0.18
1717,0.18
1718,0.18
1719,0.18
1720,0.18
1721,0.18
1722,0.18
1723,0.18
1724,0.18
1725,0.18
1726,0.18
1727,0.18
1728,0.18
1729,0.18
1730,0.18
1731,0.18
1732,0.37
1733,0.31
1734,0.31
1735,0.31
1736,0.31
1737,0.31
1738,0.31
1739,0.31
1740,0.31
1741,0.31
1742,0.31
1743,0.31
1744,0.31
1745,0.31
1746,0.31
1747,0.31
1748,0.31
1749,0.31
1750,0.31
1751,0.31
1752,0.31
1753,0.31
1754,0.31
1755,0.31
1756,0.31
1757,0.31
1758,0.31
1759,0.31
1760,0.31
1761,0.31
1762,0.31
1763,0.31
1764,0.31
1765,0.31
1766,0.31
1767,0.31
1768,0.31
1769,0.31
1770,0.31
1771,0.31
1772,0.31
1773,0.31
1774,0.31
1775,0.31
1776,0.31
1777,0.31
1778,0.31
1779,0.31
1780,0.31
1781,0.31
1782,0.31
1783,0.31
1784,0.31
1785,0.31
1786,0.31
1787,0.31
1788,0.31
1789,0.31
1790,0.31
1791,0.31
1792,0.31
1793,0.31
1794,0.31
1795,0.31
1796,0.31
1797,0.31
1798,0.31
1799,0.31
1800,0.31
1801,0.31
1802,0.31
1803,0.31
1804,0.31
1805,0.31
1806,0.31
1807,0.31
1808,0.31
1809,0.31
1810,0.31
1811,0.31
1812,0.31
1813,0.31
1814,0.31
1815,0.31
1816,0.31
1817,0.31
1818,0.31
1819,0.31
1820,0.31
1821,0.31
1822,0.31
1823,0.31
1824,0.31
1825,0.31
1826,0.31
1827,0.31
1828,0.31
1829,0.31
1830,0.31
1831,0.31
1832,0.31
1833,0.31
1834,0.31
1835,0.31
1836,0.31
1837,0.31
1838,0.31
1839,0.31
1840,0.31
1841,0.31
1842,0.31
1843,0.31
1844,0.31
1845,0.31
1846,0.31
1847,0.31
1848,0.31
1849,0.31
1850,0.31
1851,0.31
1852,0.31
1853,0.31
1854,0.31
1855,0.31
1856,0.31
1857,0.31
1858,0.31
1859,0.31
1860,0.31
1861,0.31
1862,0.31
1863,0.31
1864,0.31
1865,0.31
1866,0.31
1867,0.31
1868,0.31
1869,0.31
1870,0.31
1871,0.31
1872,0.31
1873,0.31
1874,0.31
1875,0.31
1876,0.31
1877,0.31
1878,0.31
1879,0.31
1880,0.31
1881,0.31
1882,0.31
1883,0.31
1884,0.31
1885,0.31
1886,0.31
1887,0.31
1888,0.31
1889,0.31
1890,0.31
1891,0.31
1892,0.31
1893,0.31
1894,0.31
1895,0.31
1896,0.31
1897,0.31
1898,0.31
1899,0.31
1900,0.31
1901,0.31
1902,0.31
1903,0.31
1904,0.31
1905,0.31
1906,0.31
1907,0.31
1908,0.31
1909,0.31
1910,0.31
1911,0.31
1912,0.31
1913,0.31
1914,0.31
1915,0.31
1916,0.31
1917,0.31
1918,0.31
1919,0.31
1920,0.31
1921,0.31
1922,0.31
1923,0.31
1924,0.31
1925,0.31
1926,0.31
1927,0.31
1928,0.31
1929,0.31
1930,0.31
1931,0.31
1932,0.31
1933,0.31
1934,0.31
1935,0.31
1936,0.31
1937,0.31
1938,0.31
1939,0.31
1940,0.31
1941,0.31
1942,0.31
1943,0.31
1944,0.31
1945,0.31
1946,0.31
1947,0.31
1948,0.31
1949,0.31
1950,0.31
1951,0.31
1952,0.31
1953,0.31
1954,0.31
1955,0.31
1956,0.31
1957,0.31
1958,0.31
1959,0.31
1960,0.31
1961,0.31
1962,0.31
1963,0.31
1964,0.31
1965,0.31
1966,0.31
1967,0.31
1968,0.31
1969,0.31
1970,0.31
1971,0.31
1972,0.31
1973,0.31
1974,0.31
1975,0.31
1976,0.31
1977,0.31
1978,0.31
1979,0.31
1980,0.31
1981,0.31
1982,0.31
1983,0.31
1984,0.31
1985,0.31
1986,0.31
1987,0.31
1988,0.31
1989,0.31
1990,0.31
1991,0.31
1992,0.31
1993,0.31
1994,0.31
1995,0.31
1996,0.31
1997,0.31
1998,0.31
1999,0.31
2000,0.31
2001,0.31
2002,0.25
2003,0.23
2004,0.23
2005,0.23
2006,0.23
2007,0.23
2008,0.23
2009,0.23
2010,0.23
2011,0.23
2012,0.23
2013,0.23
2014,0.23
2015,0.23
2016,0.23
2017,0.23
2018,0.23
2019,0.23
2020,0.23
2021,0.23
2022,0.23
2023,0.23
2024,0.23
2025,0.23
2026,0.23
2027,0.23
2028,0.23
2029,0.23
2030,0.23
2031,0.23
2032,0.23
2033,0.23
2034,0.23
2035,0.23
2036,0.25
2037,0.25
2038,0.25
2039,0.25
2040,0.25
2041,0.25
2042,0.25
2043,0.25
2044,0.25
2045,0.25
2046,0.25
2047,0.25
2048,0.25
2049,0.25
2050,0.25
2051,0.25
2052,0.25
2053,0.28
2054,0.28
2055,0.28
2056,0.28
2057,0.28
2058,0.28
2059,0.28
2060,0.28
2061,0.28
2062,0.28
2063,0.28
2064,0.28
2065,0.28
2066,0.28
2067,0.28
2068,0.28
2069,0.38
2070,0.23
2071,0.23
2072,0.23
2073,0.23
2074,0.23
2075,0.23
2076,0.23
2077,0.23
2078,0.25
2079,0.25
2080,0.25
2081,0.25
2082,0.25
2083,0.25
2084,0.25
2085,0.25
2086,0.25
2087,0.25
2088,0.25
2089,0.25
2090,0.25
2091,0.25
2092,0.25
2093,0.25
2094,0.25
2095,0.25
2096,0.25
2097,0.25
2098,0.25
2099,0.25
2100,0.25
2101,0.25
2102,0.25
2103,0.25
2104,0.25
2105,0.25
2106,0.25
2107,0.25
2108,0.25
2109,0.25
2110,0.25
2111,0.25
2112,0.25
2113,0.25
2114,0.25
2115,0.25
2116,0.25
2117,0.25
2118,0.25
2119,0.25
2120,0.25
2121,0.25
2122,0.25
2123,0.25
2124,0.25
2125,0.25
2126,0.25
2127,0.25
2128,0.25
2129,0.25
2130,0.25
2131,0.25
2132,0.25
2133,0.25
2134,0.25
2135,0.25
2136,0.25
2137,0.25
